variable,shock,period,value
CHg_5,epsA_6,70,0.0
Cg_5,epsA_6,70,0.0
CHs_6,epsA_6,70,0.0
CFs_6,epsA_6,70,0.0
Cs_6,epsA_6,70,0.0
CHs_7,epsA_6,70,0.0
CFs_7,epsA_6,70,0.0
Cs_7,epsA_6,70,0.0
CHs_8,epsA_6,70,0.0
Cs_8,epsA_6,70,0.0
CHs_9,epsA_6,70,0.0
Cs_9,epsA_6,70,0.0
CHs_10,epsA_6,70,0.0
CFs_10,epsA_6,70,0.0
Cs_10,epsA_6,70,0.0
CHs_11,epsA_6,70,0.0
CFs_11,epsA_6,70,0.0
Cs_11,epsA_6,70,0.0
CHs_12,epsA_6,70,0.0
Cs_12,epsA_6,70,0.0
C_f,epsA_6,70,0.0
C_g_f,epsA_6,70,0.0
C_s_f,epsA_6,70,0.0
CFs_f,epsA_6,70,0.0
CFg_f,epsA_6,70,0.0
PV_f,epsA_6,70,0.0
p_g_f,epsA_6,70,0.0
p_s_f,epsA_6,70,0.0
r_f,epsA_6,70,0.0
N_f,epsA_6,70,0.0
w_f,epsA_6,70,0.0
Y_f,epsA_6,70,0.0
Ctot_f,epsA_6,70,0.0
Ctots_f,epsA_6,70,0.0
Ctotg_f,epsA_6,70,0.0
VA_f,epsA_6,70,0.0
GDP_f,epsA_6,70,0.0
TB_f,epsA_6,70,0.0
M_f,epsA_6,70,0.0
r_star_f,epsA_6,70,0.0
pi_e_f,epsA_6,70,0.0
Q_f,epsA_6,70,0.0
Bstar_f,epsA_6,70,0.0
PX_f,epsA_6,70,0.0
X_f,epsA_6,70,0.0
IMP_f,epsA_6,70,0.0
V_f,epsA_6,70,0.0
Y_g_f,epsA_6,70,0.0
Y_s_f,epsA_6,70,0.0
P_f_1,epsA_6,70,0.0
PM_f_1,epsA_6,70,0.0
PH_f_1,epsA_6,70,0.0
Cg_f_1,epsA_6,70,0.0
CHg_f_1,epsA_6,70,0.0
CFg_f_1,epsA_6,70,0.0
L_f_1,epsA_6,70,0.0
Y_f_1,epsA_6,70,0.0
M_f_1,epsA_6,70,0.0
V_f_1,epsA_6,70,0.0
MC_f_1,epsA_6,70,0.0
PL_f_1,epsA_6,70,0.0
P_f_2,epsA_6,70,0.0
PM_f_2,epsA_6,70,0.0
PH_f_2,epsA_6,70,0.0
Cg_f_2,epsA_6,70,0.0
CHg_f_2,epsA_6,70,0.0
L_f_2,epsA_6,70,0.0
Y_f_2,epsA_6,70,0.0
M_f_2,epsA_6,70,0.0
V_f_2,epsA_6,70,0.0
MC_f_2,epsA_6,70,0.0
PL_f_2,epsA_6,70,0.0
P_f_3,epsA_6,70,0.0
PM_f_3,epsA_6,70,0.0
PH_f_3,epsA_6,70,0.0
Cg_f_3,epsA_6,70,0.0
CHg_f_3,epsA_6,70,0.0
CFg_f_3,epsA_6,70,0.0
L_f_3,epsA_6,70,0.0
Y_f_3,epsA_6,70,0.0
M_f_3,epsA_6,70,0.0
V_f_3,epsA_6,70,0.0
MC_f_3,epsA_6,70,0.0
PL_f_3,epsA_6,70,0.0
P_f_4,epsA_6,70,0.0
PM_f_4,epsA_6,70,0.0
PH_f_4,epsA_6,70,0.0
Cg_f_4,epsA_6,70,0.0
CHg_f_4,epsA_6,70,0.0
CFg_f_4,epsA_6,70,0.0
L_f_4,epsA_6,70,0.0
Y_f_4,epsA_6,70,0.0
M_f_4,epsA_6,70,0.0
V_f_4,epsA_6,70,0.0
MC_f_4,epsA_6,70,0.0
PL_f_4,epsA_6,70,0.0
P_f_5,epsA_6,70,0.0
PM_f_5,epsA_6,70,0.0
PH_f_5,epsA_6,70,0.0
Cg_f_5,epsA_6,70,0.0
CHg_f_5,epsA_6,70,0.0
L_f_5,epsA_6,70,0.0
Y_f_5,epsA_6,70,0.0
M_f_5,epsA_6,70,0.0
V_f_5,epsA_6,70,0.0
MC_f_5,epsA_6,70,0.0
PL_f_5,epsA_6,70,0.0
P_f_6,epsA_6,70,0.0
PM_f_6,epsA_6,70,0.0
PH_f_6,epsA_6,70,0.0
Cs_f_6,epsA_6,70,0.0
CHs_f_6,epsA_6,70,0.0
CFs_f_6,epsA_6,70,0.0
L_f_6,epsA_6,70,0.0
Y_f_6,epsA_6,70,0.0
M_f_6,epsA_6,70,0.0
V_f_6,epsA_6,70,0.0
MC_f_6,epsA_6,70,0.0
PL_f_6,epsA_6,70,0.0
P_f_7,epsA_6,70,0.0
PM_f_7,epsA_6,70,0.0
PH_f_7,epsA_6,70,0.0
Cs_f_7,epsA_6,70,0.0
CHs_f_7,epsA_6,70,0.0
CFs_f_7,epsA_6,70,0.0
L_f_7,epsA_6,70,0.0
Y_f_7,epsA_6,70,0.0
M_f_7,epsA_6,70,0.0
V_f_7,epsA_6,70,0.0
MC_f_7,epsA_6,70,0.0
PL_f_7,epsA_6,70,0.0
P_f_8,epsA_6,70,0.0
PM_f_8,epsA_6,70,0.0
PH_f_8,epsA_6,70,0.0
Cs_f_8,epsA_6,70,0.0
CHs_f_8,epsA_6,70,0.0
L_f_8,epsA_6,70,0.0
Y_f_8,epsA_6,70,0.0
M_f_8,epsA_6,70,0.0
V_f_8,epsA_6,70,0.0
MC_f_8,epsA_6,70,0.0
PL_f_8,epsA_6,70,0.0
P_f_9,epsA_6,70,0.0
PM_f_9,epsA_6,70,0.0
PH_f_9,epsA_6,70,0.0
Cs_f_9,epsA_6,70,0.0
CHs_f_9,epsA_6,70,0.0
L_f_9,epsA_6,70,0.0
Y_f_9,epsA_6,70,0.0
M_f_9,epsA_6,70,0.0
V_f_9,epsA_6,70,0.0
MC_f_9,epsA_6,70,0.0
PL_f_9,epsA_6,70,0.0
P_f_10,epsA_6,70,0.0
PM_f_10,epsA_6,70,0.0
PH_f_10,epsA_6,70,0.0
Cs_f_10,epsA_6,70,0.0
CHs_f_10,epsA_6,70,0.0
CFs_f_10,epsA_6,70,0.0
L_f_10,epsA_6,70,0.0
Y_f_10,epsA_6,70,0.0
M_f_10,epsA_6,70,0.0
V_f_10,epsA_6,70,0.0
MC_f_10,epsA_6,70,0.0
PL_f_10,epsA_6,70,0.0
P_f_11,epsA_6,70,0.0
PM_f_11,epsA_6,70,0.0
PH_f_11,epsA_6,70,0.0
Cs_f_11,epsA_6,70,0.0
CHs_f_11,epsA_6,70,0.0
CFs_f_11,epsA_6,70,0.0
L_f_11,epsA_6,70,0.0
Y_f_11,epsA_6,70,0.0
M_f_11,epsA_6,70,0.0
V_f_11,epsA_6,70,0.0
MC_f_11,epsA_6,70,0.0
PL_f_11,epsA_6,70,0.0
P_f_12,epsA_6,70,0.0
PM_f_12,epsA_6,70,0.0
PH_f_12,epsA_6,70,0.0
Cs_f_12,epsA_6,70,0.0
CHs_f_12,epsA_6,70,0.0
L_f_12,epsA_6,70,0.0
Y_f_12,epsA_6,70,0.0
M_f_12,epsA_6,70,0.0
V_f_12,epsA_6,70,0.0
MC_f_12,epsA_6,70,0.0
PL_f_12,epsA_6,70,0.0
Y_g,epsA_6,70,0.0
Y_s,epsA_6,70,0.0
AUX_ENDO_LAG_20_1,epsA_6,70,0.0
AUX_ENDO_LAG_21_1,epsA_6,70,0.0
chi,epsA_6,71,0.0
xi,epsA_6,71,0.0
w,epsA_6,71,0.0
VA,epsA_6,71,0.0
C,epsA_6,71,0.0
Ctot,epsA_6,71,0.0
Ctotg,epsA_6,71,0.0
Ctots,epsA_6,71,0.0
M,epsA_6,71,0.0
C_g,epsA_6,71,0.0
C_s,epsA_6,71,0.0
p_g,epsA_6,71,0.0
p_s,epsA_6,71,0.0
N,epsA_6,71,0.0
pi,epsA_6,71,0.0
pi_g,epsA_6,71,0.0
pi_s,epsA_6,71,0.0
r,epsA_6,71,0.0
om_g,epsA_6,71,0.0
om_s,epsA_6,71,0.0
Y,epsA_6,71,0.0
PV,epsA_6,71,0.0
r_star,epsA_6,71,0.0
Rworld,epsA_6,71,0.0
pi_e,epsA_6,71,0.0
Bstar,epsA_6,71,0.0
Pipstar,epsA_6,71,0.0
Q,epsA_6,71,0.0
TB,epsA_6,71,0.0
PX,epsA_6,71,0.0
X,epsA_6,71,0.0
Ystar,epsA_6,71,0.0
V,epsA_6,71,0.0
PVstar,epsA_6,71,0.0
GDP,epsA_6,71,0.0
IMP,epsA_6,71,0.0
mkupV,epsA_6,71,0.0
CFs,epsA_6,71,0.0
CFg,epsA_6,71,0.0
PH_1,epsA_6,71,0.0
PH_2,epsA_6,71,0.0
PH_3,epsA_6,71,0.0
PH_4,epsA_6,71,0.0
PH_5,epsA_6,71,0.0
PH_6,epsA_6,71,0.0
PH_7,epsA_6,71,0.0
PH_8,epsA_6,71,0.0
PH_9,epsA_6,71,0.0
PH_10,epsA_6,71,0.0
PH_11,epsA_6,71,0.0
PH_12,epsA_6,71,0.0
P_1,epsA_6,71,0.0
P_2,epsA_6,71,0.0
P_3,epsA_6,71,0.0
P_4,epsA_6,71,0.0
P_5,epsA_6,71,0.0
P_6,epsA_6,71,0.0
P_7,epsA_6,71,0.0
P_8,epsA_6,71,0.0
P_9,epsA_6,71,0.0
P_10,epsA_6,71,0.0
P_11,epsA_6,71,0.0
P_12,epsA_6,71,0.0
L_1,epsA_6,71,0.0
L_2,epsA_6,71,0.0
L_3,epsA_6,71,0.0
L_4,epsA_6,71,0.0
L_5,epsA_6,71,0.0
L_6,epsA_6,71,0.0
L_7,epsA_6,71,0.0
L_8,epsA_6,71,0.0
L_9,epsA_6,71,0.0
L_10,epsA_6,71,0.0
L_11,epsA_6,71,0.0
L_12,epsA_6,71,0.0
M_1,epsA_6,71,0.0
M_2,epsA_6,71,0.0
M_3,epsA_6,71,0.0
M_4,epsA_6,71,0.0
M_5,epsA_6,71,0.0
M_6,epsA_6,71,0.0
M_7,epsA_6,71,0.0
M_8,epsA_6,71,0.0
M_9,epsA_6,71,0.0
M_10,epsA_6,71,0.0
M_11,epsA_6,71,0.0
M_12,epsA_6,71,0.0
Y_1,epsA_6,71,0.0
Y_2,epsA_6,71,0.0
Y_3,epsA_6,71,0.0
Y_4,epsA_6,71,0.0
Y_5,epsA_6,71,0.0
Y_6,epsA_6,71,0.0
Y_7,epsA_6,71,0.0
Y_8,epsA_6,71,0.0
Y_9,epsA_6,71,0.0
Y_10,epsA_6,71,0.0
Y_11,epsA_6,71,0.0
Y_12,epsA_6,71,0.0
PM_1,epsA_6,71,0.0
PM_2,epsA_6,71,0.0
PM_3,epsA_6,71,0.0
PM_4,epsA_6,71,0.0
PM_5,epsA_6,71,0.0
PM_6,epsA_6,71,0.0
PM_7,epsA_6,71,0.0
PM_8,epsA_6,71,0.0
PM_9,epsA_6,71,0.0
PM_10,epsA_6,71,0.0
PM_11,epsA_6,71,0.0
PM_12,epsA_6,71,0.0
PL_1,epsA_6,71,0.0
PL_2,epsA_6,71,0.0
PL_3,epsA_6,71,0.0
PL_4,epsA_6,71,0.0
PL_5,epsA_6,71,0.0
PL_6,epsA_6,71,0.0
PL_7,epsA_6,71,0.0
PL_8,epsA_6,71,0.0
PL_9,epsA_6,71,0.0
PL_10,epsA_6,71,0.0
PL_11,epsA_6,71,0.0
PL_12,epsA_6,71,0.0
MC_1,epsA_6,71,0.0
MC_2,epsA_6,71,0.0
MC_3,epsA_6,71,0.0
MC_4,epsA_6,71,0.0
MC_5,epsA_6,71,0.0
MC_6,epsA_6,71,0.0
MC_7,epsA_6,71,0.0
MC_8,epsA_6,71,0.0
MC_9,epsA_6,71,0.0
MC_10,epsA_6,71,0.0
MC_11,epsA_6,71,0.0
MC_12,epsA_6,71,0.0
V_1,epsA_6,71,0.0
V_2,epsA_6,71,0.0
V_3,epsA_6,71,0.0
V_4,epsA_6,71,0.0
V_5,epsA_6,71,0.0
V_6,epsA_6,71,0.0
V_7,epsA_6,71,0.0
V_8,epsA_6,71,0.0
V_9,epsA_6,71,0.0
V_10,epsA_6,71,0.0
V_11,epsA_6,71,0.0
V_12,epsA_6,71,0.0
CHg_1,epsA_6,71,0.0
CFg_1,epsA_6,71,0.0
Cg_1,epsA_6,71,0.0
CHg_2,epsA_6,71,0.0
Cg_2,epsA_6,71,0.0
CHg_3,epsA_6,71,0.0
CFg_3,epsA_6,71,0.0
Cg_3,epsA_6,71,0.0
CHg_4,epsA_6,71,0.0
CFg_4,epsA_6,71,0.0
Cg_4,epsA_6,71,0.0
CHg_5,epsA_6,71,0.0
Cg_5,epsA_6,71,0.0
CHs_6,epsA_6,71,0.0
CFs_6,epsA_6,71,0.0
Cs_6,epsA_6,71,0.0
CHs_7,epsA_6,71,0.0
CFs_7,epsA_6,71,0.0
Cs_7,epsA_6,71,0.0
CHs_8,epsA_6,71,0.0
Cs_8,epsA_6,71,0.0
CHs_9,epsA_6,71,0.0
Cs_9,epsA_6,71,0.0
CHs_10,epsA_6,71,0.0
CFs_10,epsA_6,71,0.0
Cs_10,epsA_6,71,0.0
CHs_11,epsA_6,71,0.0
CFs_11,epsA_6,71,0.0
Cs_11,epsA_6,71,0.0
CHs_12,epsA_6,71,0.0
Cs_12,epsA_6,71,0.0
C_f,epsA_6,71,0.0
C_g_f,epsA_6,71,0.0
C_s_f,epsA_6,71,0.0
CFs_f,epsA_6,71,0.0
CFg_f,epsA_6,71,0.0
PV_f,epsA_6,71,0.0
p_g_f,epsA_6,71,0.0
p_s_f,epsA_6,71,0.0
r_f,epsA_6,71,0.0
N_f,epsA_6,71,0.0
w_f,epsA_6,71,0.0
Y_f,epsA_6,71,0.0
Ctot_f,epsA_6,71,0.0
Ctots_f,epsA_6,71,0.0
Ctotg_f,epsA_6,71,0.0
VA_f,epsA_6,71,0.0
GDP_f,epsA_6,71,0.0
TB_f,epsA_6,71,0.0
M_f,epsA_6,71,0.0
r_star_f,epsA_6,71,0.0
pi_e_f,epsA_6,71,0.0
Q_f,epsA_6,71,0.0
Bstar_f,epsA_6,71,0.0
PX_f,epsA_6,71,0.0
X_f,epsA_6,71,0.0
IMP_f,epsA_6,71,0.0
V_f,epsA_6,71,0.0
Y_g_f,epsA_6,71,0.0
Y_s_f,epsA_6,71,0.0
P_f_1,epsA_6,71,0.0
PM_f_1,epsA_6,71,0.0
PH_f_1,epsA_6,71,0.0
Cg_f_1,epsA_6,71,0.0
CHg_f_1,epsA_6,71,0.0
CFg_f_1,epsA_6,71,0.0
L_f_1,epsA_6,71,0.0
Y_f_1,epsA_6,71,0.0
M_f_1,epsA_6,71,0.0
V_f_1,epsA_6,71,0.0
MC_f_1,epsA_6,71,0.0
PL_f_1,epsA_6,71,0.0
P_f_2,epsA_6,71,0.0
PM_f_2,epsA_6,71,0.0
PH_f_2,epsA_6,71,0.0
Cg_f_2,epsA_6,71,0.0
CHg_f_2,epsA_6,71,0.0
L_f_2,epsA_6,71,0.0
Y_f_2,epsA_6,71,0.0
M_f_2,epsA_6,71,0.0
V_f_2,epsA_6,71,0.0
MC_f_2,epsA_6,71,0.0
PL_f_2,epsA_6,71,0.0
P_f_3,epsA_6,71,0.0
PM_f_3,epsA_6,71,0.0
PH_f_3,epsA_6,71,0.0
Cg_f_3,epsA_6,71,0.0
CHg_f_3,epsA_6,71,0.0
CFg_f_3,epsA_6,71,0.0
L_f_3,epsA_6,71,0.0
Y_f_3,epsA_6,71,0.0
M_f_3,epsA_6,71,0.0
V_f_3,epsA_6,71,0.0
MC_f_3,epsA_6,71,0.0
PL_f_3,epsA_6,71,0.0
P_f_4,epsA_6,71,0.0
PM_f_4,epsA_6,71,0.0
PH_f_4,epsA_6,71,0.0
Cg_f_4,epsA_6,71,0.0
CHg_f_4,epsA_6,71,0.0
CFg_f_4,epsA_6,71,0.0
L_f_4,epsA_6,71,0.0
Y_f_4,epsA_6,71,0.0
M_f_4,epsA_6,71,0.0
V_f_4,epsA_6,71,0.0
MC_f_4,epsA_6,71,0.0
PL_f_4,epsA_6,71,0.0
P_f_5,epsA_6,71,0.0
PM_f_5,epsA_6,71,0.0
PH_f_5,epsA_6,71,0.0
Cg_f_5,epsA_6,71,0.0
CHg_f_5,epsA_6,71,0.0
L_f_5,epsA_6,71,0.0
Y_f_5,epsA_6,71,0.0
M_f_5,epsA_6,71,0.0
V_f_5,epsA_6,71,0.0
MC_f_5,epsA_6,71,0.0
PL_f_5,epsA_6,71,0.0
P_f_6,epsA_6,71,0.0
PM_f_6,epsA_6,71,0.0
PH_f_6,epsA_6,71,0.0
Cs_f_6,epsA_6,71,0.0
CHs_f_6,epsA_6,71,0.0
CFs_f_6,epsA_6,71,0.0
L_f_6,epsA_6,71,0.0
Y_f_6,epsA_6,71,0.0
M_f_6,epsA_6,71,0.0
V_f_6,epsA_6,71,0.0
MC_f_6,epsA_6,71,0.0
PL_f_6,epsA_6,71,0.0
P_f_7,epsA_6,71,0.0
PM_f_7,epsA_6,71,0.0
PH_f_7,epsA_6,71,0.0
Cs_f_7,epsA_6,71,0.0
CHs_f_7,epsA_6,71,0.0
CFs_f_7,epsA_6,71,0.0
L_f_7,epsA_6,71,0.0
Y_f_7,epsA_6,71,0.0
M_f_7,epsA_6,71,0.0
V_f_7,epsA_6,71,0.0
MC_f_7,epsA_6,71,0.0
PL_f_7,epsA_6,71,0.0
P_f_8,epsA_6,71,0.0
PM_f_8,epsA_6,71,0.0
PH_f_8,epsA_6,71,0.0
Cs_f_8,epsA_6,71,0.0
CHs_f_8,epsA_6,71,0.0
L_f_8,epsA_6,71,0.0
Y_f_8,epsA_6,71,0.0
M_f_8,epsA_6,71,0.0
V_f_8,epsA_6,71,0.0
MC_f_8,epsA_6,71,0.0
PL_f_8,epsA_6,71,0.0
P_f_9,epsA_6,71,0.0
PM_f_9,epsA_6,71,0.0
PH_f_9,epsA_6,71,0.0
Cs_f_9,epsA_6,71,0.0
CHs_f_9,epsA_6,71,0.0
L_f_9,epsA_6,71,0.0
Y_f_9,epsA_6,71,0.0
M_f_9,epsA_6,71,0.0
V_f_9,epsA_6,71,0.0
MC_f_9,epsA_6,71,0.0
PL_f_9,epsA_6,71,0.0
P_f_10,epsA_6,71,0.0
PM_f_10,epsA_6,71,0.0
PH_f_10,epsA_6,71,0.0
Cs_f_10,epsA_6,71,0.0
CHs_f_10,epsA_6,71,0.0
CFs_f_10,epsA_6,71,0.0
L_f_10,epsA_6,71,0.0
Y_f_10,epsA_6,71,0.0
M_f_10,epsA_6,71,0.0
V_f_10,epsA_6,71,0.0
MC_f_10,epsA_6,71,0.0
PL_f_10,epsA_6,71,0.0
P_f_11,epsA_6,71,0.0
PM_f_11,epsA_6,71,0.0
PH_f_11,epsA_6,71,0.0
Cs_f_11,epsA_6,71,0.0
CHs_f_11,epsA_6,71,0.0
CFs_f_11,epsA_6,71,0.0
L_f_11,epsA_6,71,0.0
Y_f_11,epsA_6,71,0.0
M_f_11,epsA_6,71,0.0
V_f_11,epsA_6,71,0.0
MC_f_11,epsA_6,71,0.0
PL_f_11,epsA_6,71,0.0
P_f_12,epsA_6,71,0.0
PM_f_12,epsA_6,71,0.0
PH_f_12,epsA_6,71,0.0
Cs_f_12,epsA_6,71,0.0
CHs_f_12,epsA_6,71,0.0
L_f_12,epsA_6,71,0.0
Y_f_12,epsA_6,71,0.0
M_f_12,epsA_6,71,0.0
V_f_12,epsA_6,71,0.0
MC_f_12,epsA_6,71,0.0
PL_f_12,epsA_6,71,0.0
Y_g,epsA_6,71,0.0
Y_s,epsA_6,71,0.0
AUX_ENDO_LAG_20_1,epsA_6,71,0.0
AUX_ENDO_LAG_21_1,epsA_6,71,0.0
chi,epsA_6,72,0.0
xi,epsA_6,72,0.0
w,epsA_6,72,0.0
VA,epsA_6,72,0.0
C,epsA_6,72,0.0
Ctot,epsA_6,72,0.0
Ctotg,epsA_6,72,0.0
Ctots,epsA_6,72,0.0
M,epsA_6,72,0.0
C_g,epsA_6,72,0.0
C_s,epsA_6,72,0.0
p_g,epsA_6,72,0.0
p_s,epsA_6,72,0.0
N,epsA_6,72,0.0
pi,epsA_6,72,0.0
pi_g,epsA_6,72,0.0
pi_s,epsA_6,72,0.0
r,epsA_6,72,0.0
om_g,epsA_6,72,0.0
om_s,epsA_6,72,0.0
Y,epsA_6,72,0.0
PV,epsA_6,72,0.0
r_star,epsA_6,72,0.0
Rworld,epsA_6,72,0.0
pi_e,epsA_6,72,0.0
Bstar,epsA_6,72,0.0
Pipstar,epsA_6,72,0.0
Q,epsA_6,72,0.0
TB,epsA_6,72,0.0
PX,epsA_6,72,0.0
X,epsA_6,72,0.0
Ystar,epsA_6,72,0.0
V,epsA_6,72,0.0
PVstar,epsA_6,72,0.0
GDP,epsA_6,72,0.0
IMP,epsA_6,72,0.0
mkupV,epsA_6,72,0.0
CFs,epsA_6,72,0.0
CFg,epsA_6,72,0.0
PH_1,epsA_6,72,0.0
PH_2,epsA_6,72,0.0
PH_3,epsA_6,72,0.0
PH_4,epsA_6,72,0.0
PH_5,epsA_6,72,0.0
PH_6,epsA_6,72,0.0
PH_7,epsA_6,72,0.0
PH_8,epsA_6,72,0.0
PH_9,epsA_6,72,0.0
PH_10,epsA_6,72,0.0
PH_11,epsA_6,72,0.0
PH_12,epsA_6,72,0.0
P_1,epsA_6,72,0.0
P_2,epsA_6,72,0.0
P_3,epsA_6,72,0.0
P_4,epsA_6,72,0.0
P_5,epsA_6,72,0.0
P_6,epsA_6,72,0.0
P_7,epsA_6,72,0.0
P_8,epsA_6,72,0.0
P_9,epsA_6,72,0.0
P_10,epsA_6,72,0.0
P_11,epsA_6,72,0.0
P_12,epsA_6,72,0.0
L_1,epsA_6,72,0.0
L_2,epsA_6,72,0.0
L_3,epsA_6,72,0.0
L_4,epsA_6,72,0.0
L_5,epsA_6,72,0.0
L_6,epsA_6,72,0.0
L_7,epsA_6,72,0.0
L_8,epsA_6,72,0.0
L_9,epsA_6,72,0.0
L_10,epsA_6,72,0.0
L_11,epsA_6,72,0.0
L_12,epsA_6,72,0.0
M_1,epsA_6,72,0.0
M_2,epsA_6,72,0.0
M_3,epsA_6,72,0.0
M_4,epsA_6,72,0.0
M_5,epsA_6,72,0.0
M_6,epsA_6,72,0.0
M_7,epsA_6,72,0.0
M_8,epsA_6,72,0.0
M_9,epsA_6,72,0.0
M_10,epsA_6,72,0.0
M_11,epsA_6,72,0.0
M_12,epsA_6,72,0.0
Y_1,epsA_6,72,0.0
Y_2,epsA_6,72,0.0
Y_3,epsA_6,72,0.0
Y_4,epsA_6,72,0.0
Y_5,epsA_6,72,0.0
Y_6,epsA_6,72,0.0
Y_7,epsA_6,72,0.0
Y_8,epsA_6,72,0.0
Y_9,epsA_6,72,0.0
Y_10,epsA_6,72,0.0
Y_11,epsA_6,72,0.0
Y_12,epsA_6,72,0.0
PM_1,epsA_6,72,0.0
PM_2,epsA_6,72,0.0
PM_3,epsA_6,72,0.0
PM_4,epsA_6,72,0.0
PM_5,epsA_6,72,0.0
PM_6,epsA_6,72,0.0
PM_7,epsA_6,72,0.0
PM_8,epsA_6,72,0.0
PM_9,epsA_6,72,0.0
PM_10,epsA_6,72,0.0
PM_11,epsA_6,72,0.0
PM_12,epsA_6,72,0.0
PL_1,epsA_6,72,0.0
PL_2,epsA_6,72,0.0
PL_3,epsA_6,72,0.0
PL_4,epsA_6,72,0.0
PL_5,epsA_6,72,0.0
PL_6,epsA_6,72,0.0
PL_7,epsA_6,72,0.0
PL_8,epsA_6,72,0.0
PL_9,epsA_6,72,0.0
PL_10,epsA_6,72,0.0
PL_11,epsA_6,72,0.0
PL_12,epsA_6,72,0.0
MC_1,epsA_6,72,0.0
MC_2,epsA_6,72,0.0
MC_3,epsA_6,72,0.0
MC_4,epsA_6,72,0.0
MC_5,epsA_6,72,0.0
MC_6,epsA_6,72,0.0
MC_7,epsA_6,72,0.0
MC_8,epsA_6,72,0.0
MC_9,epsA_6,72,0.0
MC_10,epsA_6,72,0.0
MC_11,epsA_6,72,0.0
MC_12,epsA_6,72,0.0
V_1,epsA_6,72,0.0
V_2,epsA_6,72,0.0
V_3,epsA_6,72,0.0
V_4,epsA_6,72,0.0
V_5,epsA_6,72,0.0
V_6,epsA_6,72,0.0
V_7,epsA_6,72,0.0
V_8,epsA_6,72,0.0
V_9,epsA_6,72,0.0
V_10,epsA_6,72,0.0
V_11,epsA_6,72,0.0
V_12,epsA_6,72,0.0
CHg_1,epsA_6,72,0.0
CFg_1,epsA_6,72,0.0
Cg_1,epsA_6,72,0.0
CHg_2,epsA_6,72,0.0
Cg_2,epsA_6,72,0.0
CHg_3,epsA_6,72,0.0
CFg_3,epsA_6,72,0.0
Cg_3,epsA_6,72,0.0
CHg_4,epsA_6,72,0.0
CFg_4,epsA_6,72,0.0
Cg_4,epsA_6,72,0.0
CHg_5,epsA_6,72,0.0
Cg_5,epsA_6,72,0.0
CHs_6,epsA_6,72,0.0
CFs_6,epsA_6,72,0.0
Cs_6,epsA_6,72,0.0
CHs_7,epsA_6,72,0.0
CFs_7,epsA_6,72,0.0
Cs_7,epsA_6,72,0.0
CHs_8,epsA_6,72,0.0
Cs_8,epsA_6,72,0.0
CHs_9,epsA_6,72,0.0
Cs_9,epsA_6,72,0.0
CHs_10,epsA_6,72,0.0
CFs_10,epsA_6,72,0.0
Cs_10,epsA_6,72,0.0
CHs_11,epsA_6,72,0.0
CFs_11,epsA_6,72,0.0
Cs_11,epsA_6,72,0.0
CHs_12,epsA_6,72,0.0
Cs_12,epsA_6,72,0.0
C_f,epsA_6,72,0.0
C_g_f,epsA_6,72,0.0
C_s_f,epsA_6,72,0.0
CFs_f,epsA_6,72,0.0
CFg_f,epsA_6,72,0.0
PV_f,epsA_6,72,0.0
p_g_f,epsA_6,72,0.0
p_s_f,epsA_6,72,0.0
r_f,epsA_6,72,0.0
N_f,epsA_6,72,0.0
w_f,epsA_6,72,0.0
Y_f,epsA_6,72,0.0
Ctot_f,epsA_6,72,0.0
Ctots_f,epsA_6,72,0.0
Ctotg_f,epsA_6,72,0.0
VA_f,epsA_6,72,0.0
GDP_f,epsA_6,72,0.0
TB_f,epsA_6,72,0.0
M_f,epsA_6,72,0.0
r_star_f,epsA_6,72,0.0
pi_e_f,epsA_6,72,0.0
Q_f,epsA_6,72,0.0
Bstar_f,epsA_6,72,0.0
PX_f,epsA_6,72,0.0
X_f,epsA_6,72,0.0
IMP_f,epsA_6,72,0.0
V_f,epsA_6,72,0.0
Y_g_f,epsA_6,72,0.0
Y_s_f,epsA_6,72,0.0
P_f_1,epsA_6,72,0.0
PM_f_1,epsA_6,72,0.0
PH_f_1,epsA_6,72,0.0
Cg_f_1,epsA_6,72,0.0
CHg_f_1,epsA_6,72,0.0
CFg_f_1,epsA_6,72,0.0
L_f_1,epsA_6,72,0.0
Y_f_1,epsA_6,72,0.0
M_f_1,epsA_6,72,0.0
V_f_1,epsA_6,72,0.0
MC_f_1,epsA_6,72,0.0
PL_f_1,epsA_6,72,0.0
P_f_2,epsA_6,72,0.0
PM_f_2,epsA_6,72,0.0
PH_f_2,epsA_6,72,0.0
Cg_f_2,epsA_6,72,0.0
CHg_f_2,epsA_6,72,0.0
L_f_2,epsA_6,72,0.0
Y_f_2,epsA_6,72,0.0
M_f_2,epsA_6,72,0.0
V_f_2,epsA_6,72,0.0
MC_f_2,epsA_6,72,0.0
PL_f_2,epsA_6,72,0.0
P_f_3,epsA_6,72,0.0
PM_f_3,epsA_6,72,0.0
PH_f_3,epsA_6,72,0.0
Cg_f_3,epsA_6,72,0.0
CHg_f_3,epsA_6,72,0.0
CFg_f_3,epsA_6,72,0.0
L_f_3,epsA_6,72,0.0
Y_f_3,epsA_6,72,0.0
M_f_3,epsA_6,72,0.0
V_f_3,epsA_6,72,0.0
MC_f_3,epsA_6,72,0.0
PL_f_3,epsA_6,72,0.0
P_f_4,epsA_6,72,0.0
PM_f_4,epsA_6,72,0.0
PH_f_4,epsA_6,72,0.0
Cg_f_4,epsA_6,72,0.0
